payer_id,age,annual_income_cad,employment_status,marital_status,city,province,loan_amount,interest_rate,loan_term_years,loan_term_months,current_balance,loan_status,monthly_payment,origination_date,maturity_date,delinquency_risk,lender,institution_name,institution_city,institution_province,program_name,field_of_study,program_type,program_difficulty,program_duration_years,graduation_rate,employment_rate_percent,average_starting_salary,total_payments_made,avg_payment_amount,late_payment_count,missed_payment_count,last_payment_date,income_category,age_group,remaining_balance_pct,payment_to_income_ratio_pct,campaign_priority,program_difficulty_label
985,20,0,Unemployed,Married,Hamilton,Ontario,166768.46,5.937,15,180,112052.45,Active,1401.62,2019-11-08,2034-11-08,2.0,TD Canada Trust,Queen's University,Kingston,Ontario,Computer Science,Technology,Bachelor's,2.0,4.0,93.5,93.5,71537.28,7,1201.3885714285714,0,1,2023-12-03,Low Income,Young Adult (18-24),67.19,inf,Immediate Intervention,Medium Difficulty
362,42,41811,Full-time,Single,Mississauga,Ontario,164778.43,8.639,15,180,153570.34,Active,1636.09,2023-05-08,2038-05-08,2.0,TD Canada Trust,University of Manitoba,Winnipeg,Manitoba,,,,,,,,,47,1326.19,0,0,2023-12-03,Medium Income,Mid-Career (35-49),93.2,46.96,Immediate Intervention,Difficulty nan
429,37,70753,Full-time,Widowed,Victoria,British Columbia,164006.63,3.501,20,240,147654.59,Active,951.26,2023-01-08,2043-01-08,2.0,CIBC,Queen's University,Kingston,Ontario,,,,,,,,,47,3948.47,0,0,2023-12-02,High Income,Mid-Career (35-49),90.03,16.13,Immediate Intervention,Difficulty nan
208,27,18890,Part-time,Single,Montreal,Quebec,161316.33,4.942,20,240,133981.25,Active,1059.45,2021-03-08,2041-03-08,2.0,RBC Student Banking,McMaster University,Hamilton,Ontario,,,,,,,,,47,2973.07,0,0,2023-12-01,Low Income,Young Professional (25-34),83.05,67.3,Immediate Intervention,Difficulty nan
543,19,0,Unemployed,Divorced,Quebec City,Quebec,160157.1,3.86,15,180,108569.53,Active,1173.46,2019-07-08,2034-07-08,2.0,Scotiabank Student Line of Credit,Queen's University,Kingston,Ontario,Nursing,Healthcare,Bachelor's,2.0,4.0,92.5,92.5,65996.75,11,1173.46,0,0,2023-12-02,Low Income,Young Adult (18-24),67.79,inf,Immediate Intervention,Medium Difficulty
649,27,0,Unemployed,Single,Mississauga,Ontario,160006.92,5.551,20,240,158906.5,Active,1105.28,2026-01-08,2046-01-08,2.0,Royal Bank of Canada,Simon Fraser University,Burnaby,British Columbia,,,,,,,,,47,2801.0999999999995,0,0,2023-12-03,Low Income,Young Professional (25-34),99.31,inf,Immediate Intervention,Difficulty nan
568,40,62247,Full-time,Single,Red Deer,Alberta,159452.51,11.562,20,240,142145.92,Active,1707.27,2020-06-08,2040-06-08,2.0,Canada Student Loans Program,Concordia University,Montreal,Quebec,Mechanical Engineering,Engineering,Bachelor's,3.0,4.0,84.3,84.3,68800.56,15,1707.27,0,0,2023-12-02,Medium Income,Mid-Career (35-49),89.15,32.91,Immediate Intervention,High Difficulty
873,28,0,Unemployed,Common-law,Montreal,Quebec,158569.67,2.924,25,300,129040.37,In Deferment,745.7,2020-02-08,2045-02-08,2.0,Royal Bank of Canada,University of Manitoba,Winnipeg,Manitoba,,,,,,,,,47,3170.77,0,0,2023-12-02,Low Income,Young Professional (25-34),81.38,inf,Immediate Intervention,Difficulty nan
555,18,46232,Full-time,Common-law,Brampton,Ontario,156459.33,4.938,25,300,137089.02,Active,909.0,2020-12-08,2045-12-08,2.0,TD Canada Trust,Carleton University,Ottawa,Ontario,,,,,,,,,47,2847.5800000000004,0,0,2023-12-02,Medium Income,Young Adult (18-24),87.62,23.59,Immediate Intervention,Difficulty nan
87,35,21144,Part-time,Divorced,London,Ontario,151976.25,5.832,25,300,145243.97,Active,963.64,2023-12-08,2048-12-08,2.0,Scotiabank Student Line of Credit,Memorial University,St. John's,Newfoundland,,,,,,,,,47,3270.38,0,0,2023-12-16,Low Income,Mid-Career (35-49),95.57,54.69,Immediate Intervention,Difficulty nan
36,37,15580,Part-time,Married,Brampton,Ontario,151347.43,6.605,25,300,149518.15,Active,1031.86,2025-07-08,2050-07-08,2.0,RBC Student Banking,Memorial University,St. John's,Newfoundland,,,,,,,,,47,3079.37,0,0,2023-12-07,Low Income,Mid-Career (35-49),98.79,79.48,Immediate Intervention,Difficulty nan
126,18,24547,Part-time,Divorced,Victoria,British Columbia,149015.61,11.108,15,180,123701.37,In Forbearance,1703.83,2020-11-08,2035-11-08,2.0,TD Canada Trust,Dalhousie University,Halifax,Nova Scotia,Electrical Engineering,Engineering,Bachelor's,3.0,4.0,85.3,85.3,71274.04,15,1703.8299999999997,0,0,2023-12-05,Low Income,Young Adult (18-24),83.01,83.29,Immediate Intervention,High Difficulty
443,23,0,Unemployed,Single,Edmonton,Alberta,146294.44,4.661,20,240,118515.34,Active,938.29,2019-11-08,2039-11-08,2.0,National Bank of Canada,University of British Columbia,Vancouver,British Columbia,,,,,,,,,47,2990.59,0,0,2023-12-13,Low Income,Young Adult (18-24),81.01,inf,Immediate Intervention,Difficulty nan
705,29,21389,Part-time,Common-law,Hamilton,Ontario,143299.45,4.589,15,180,98868.83,Active,1102.76,2020-07-08,2035-07-08,2.0,Canada Student Loans Program,University of Victoria,Victoria,British Columbia,Master of Business Administration,Business,Master's,2.0,2.0,92.6,92.6,93253.27,15,1102.76,0,0,2023-12-02,Low Income,Young Professional (25-34),68.99,61.87,Immediate Intervention,Medium Difficulty
722,37,51958,Full-time,Divorced,Montreal,Quebec,142095.17,4.617,15,180,130708.09,Active,1095.53,2023-08-08,2038-08-08,2.0,Bank of Montreal,Carleton University,Ottawa,Ontario,,,,,,,,,47,1629.86,0,0,2023-12-03,Medium Income,Mid-Career (35-49),91.99,25.3,Immediate Intervention,Difficulty nan
975,39,0,Unemployed,Married,Laval,Quebec,140859.35,3.572,20,240,112015.97,Active,822.15,2019-12-08,2039-12-08,2.0,National Bank of Canada,University of Toronto,Toronto,Ontario,Criminal Justice,Social Sciences,Bachelor's,2.0,4.0,82.2,82.2,45869.85,22,822.15,0,0,2023-12-03,Low Income,Mid-Career (35-49),79.52,inf,Immediate Intervention,Medium Difficulty
47,20,57460,Full-time,Single,Montreal,Quebec,140410.57,6.36,25,300,140410.57,Active,935.82,2025-04-08,2050-04-08,2.0,BMO Student Banking Program,Concordia University,Montreal,Quebec,,,,,,,,,47,1238.58,0,0,2023-12-03,Medium Income,Young Adult (18-24),100.0,19.54,Immediate Intervention,Difficulty nan
830,32,0,Unemployed,Common-law,Hamilton,Ontario,137440.47,5.196,15,180,112980.24,Active,1100.95,2021-08-08,2036-08-08,2.0,TD Canada Trust,Ryerson University,Toronto,Ontario,Aerospace Engineering,Engineering,Bachelor's,3.0,4.0,80.0,80.0,74705.15,23,1100.95,0,0,2023-12-01,Low Income,Young Professional (25-34),82.2,inf,Immediate Intervention,High Difficulty
518,31,41101,Full-time,Single,Brandon,Manitoba,135331.6,10.667,15,180,107930.74,Active,1510.0,2020-05-08,2035-05-08,2.0,CIBC,University of Waterloo,Waterloo,Ontario,Master of Science in Engineering,Engineering,Master's,3.0,2.0,93.0,93.0,87004.95,23,1510.0,0,0,2023-12-02,Medium Income,Young Professional (25-34),79.75,44.09,Immediate Intervention,High Difficulty
865,40,71537,Full-time,Common-law,Laval,Quebec,135242.95,6.732,20,240,120166.85,Active,1026.89,2022-03-08,2042-03-08,2.0,CIBC,Queen's University,Kingston,Ontario,,,,,,,,,47,1840.73,0,0,2023-12-01,High Income,Mid-Career (35-49),88.85,17.23,Immediate Intervention,Difficulty nan
561,39,62417,Full-time,Married,Vancouver,British Columbia,134163.06,4.159,15,180,104840.1,Active,1003.11,2021-02-08,2036-02-08,2.0,Bank of Montreal,University of Manitoba,Winnipeg,Manitoba,,,,,,,,,47,2579.33,0,0,2023-12-02,Medium Income,Mid-Career (35-49),78.14,19.29,Immediate Intervention,Difficulty nan
527,18,0,Unemployed,Married,Quebec City,Quebec,133713.2,7.526,20,240,130980.82,In Deferment,1079.31,2024-05-08,2044-05-08,2.0,Bank of Montreal,University of British Columbia,Vancouver,British Columbia,,,,,,,,,47,5274.3,0,0,2023-12-01,Low Income,Young Adult (18-24),97.96,inf,Immediate Intervention,Difficulty nan
406,20,73403,Full-time,Widowed,Calgary,Alberta,133271.1,6.407,20,240,119335.22,Active,986.35,2022-07-08,2042-07-08,2.0,Bank of Montreal,Ryerson University,Toronto,Ontario,,,,,,,,,47,927.0200000000001,0,0,2023-12-02,High Income,Young Adult (18-24),89.54,16.12,Immediate Intervention,Difficulty nan
713,23,70801,Full-time,Widowed,Steinbach,Manitoba,132950.79,11.517,25,300,128987.72,Active,1353.06,2022-04-08,2047-04-08,2.0,RBC Student Banking,Queen's University,Kingston,Ontario,,,,,,,,,47,3813.9199999999996,0,0,2023-12-03,High Income,Young Adult (18-24),97.02,22.93,Immediate Intervention,Difficulty nan
974,35,66680,Full-time,Widowed,Edmonton,Alberta,130664.89,3.36,15,180,124425.94,Active,925.14,2025-05-08,2040-05-08,2.0,CIBC,Memorial University,St. John's,Newfoundland,,,,,,,,,47,2033.09,0,0,2023-12-03,Medium Income,Mid-Career (35-49),95.23,16.65,Immediate Intervention,Difficulty nan
614,32,0,Unemployed,Married,Red Deer,Alberta,130009.91,4.654,25,300,123481.38,Active,734.05,2023-07-08,2048-07-08,2.0,National Bank of Canada,Memorial University,St. John's,Newfoundland,,,,,,,,,47,3698.74,0,0,2023-12-02,Low Income,Young Professional (25-34),94.98,inf,Immediate Intervention,Difficulty nan
944,25,40459,Full-time,Married,Quebec City,Quebec,128730.13,4.073,15,180,116873.37,Active,956.92,2023-06-08,2038-06-08,2.0,RBC Student Banking,Memorial University,St. John's,Newfoundland,,,,,,,,,47,1608.18,0,0,2023-12-03,Medium Income,Young Professional (25-34),90.79,28.38,Immediate Intervention,Difficulty nan
205,42,70569,Full-time,Divorced,Brandon,Manitoba,127636.44,4.48,15,180,97257.89,Active,975.11,2020-09-08,2035-09-08,2.0,Royal Bank of Canada,York University,Toronto,Ontario,,,,,,,,,47,1745.61,0,0,2023-12-03,High Income,Mid-Career (35-49),76.2,16.58,Immediate Intervention,Difficulty nan
903,20,18571,Part-time,Divorced,Laval,Quebec,126872.17,5.73,20,240,112327.43,In Deferment,889.3,2021-06-08,2041-06-08,2.0,Provincial Student Aid,McGill University,Montreal,Quebec,,,,,,,,,47,5262.18,0,0,2023-12-01,Low Income,Young Adult (18-24),88.54,57.46,Immediate Intervention,Difficulty nan
97,36,62542,Full-time,Single,Hamilton,Ontario,126669.82,3.747,15,180,121340.81,Active,920.98,2025-06-08,2040-06-08,2.0,TD Canada Trust,York University,Toronto,Ontario,,,,,,,,,47,1711.99,0,0,2023-12-02,Medium Income,Mid-Career (35-49),95.79,17.67,Immediate Intervention,Difficulty nan
426,20,0,Unemployed,Divorced,Edmonton,Alberta,126517.24,3.228,20,240,118408.24,Active,716.19,2023-07-08,2043-07-08,2.0,Bank of Nova Scotia,University of Victoria,Victoria,British Columbia,,,,,,,,,47,2111.85,0,0,2023-12-01,Low Income,Young Adult (18-24),93.59,inf,Immediate Intervention,Difficulty nan
559,18,20242,Part-time,Married,Laval,Quebec,121155.67,3.675,15,180,114461.64,Active,876.57,2025-03-08,2040-03-08,2.0,CIBC,McGill University,Montreal,Quebec,,,,,,,,,47,2531.22,0,0,2023-12-03,Low Income,Young Adult (18-24),94.47,51.97,Immediate Intervention,Difficulty nan
372,19,61217,Full-time,Common-law,Edmonton,Alberta,118796.27,5.763,20,240,117461.45,Active,834.93,2025-11-08,2045-11-08,2.0,BMO Student Banking Program,McGill University,Montreal,Quebec,,,,,,,,,47,2514.03,0,0,2023-12-01,Medium Income,Young Adult (18-24),98.88,16.37,Immediate Intervention,Difficulty nan
96,30,0,Unemployed,Married,Vancouver,British Columbia,116753.1,6.516,15,180,116753.1,In Grace Period,1018.07,2026-02-08,2041-02-08,2.0,TD Student Line of Credit,University of Alberta,Edmonton,Alberta,,,,,,,,,47,1409.09,0,0,2023-12-01,Low Income,Young Professional (25-34),100.0,inf,Immediate Intervention,Difficulty nan
840,43,24324,Part-time,Single,Surrey,British Columbia,116266.56,12.031,25,300,114041.96,Active,1227.21,2023-09-08,2048-09-08,2.0,BMO Student Banking Program,Ryerson University,Toronto,Ontario,,,,,,,,,47,1175.56,0,0,2023-12-02,Low Income,Mid-Career (35-49),98.09,60.54,Immediate Intervention,Difficulty nan
376,44,49448,Full-time,Single,Quebec City,Quebec,112216.93,10.575,25,300,110639.37,Active,1065.55,2023-09-08,2048-09-08,2.0,RBC Student Banking,McMaster University,Hamilton,Ontario,,,,,,,,,47,1509.37,0,0,2023-12-01,Medium Income,Mid-Career (35-49),98.59,25.86,Immediate Intervention,Difficulty nan
815,19,50647,Full-time,Common-law,Hamilton,Ontario,112052.31,4.375,20,240,99127.61,Active,701.36,2022-05-08,2042-05-08,2.0,TD Canada Trust,University of Ottawa,Ottawa,Ontario,,,,,,,,,47,1393.84,0,0,2023-12-02,Medium Income,Young Adult (18-24),88.47,16.62,Immediate Intervention,Difficulty nan
318,41,50430,Full-time,Widowed,Hamilton,Ontario,111182.52,4.204000000000001,20,240,110290.66,Active,685.76,2025-07-08,2045-07-08,2.0,Royal Bank of Canada,York University,Toronto,Ontario,,,,,,,,,47,4613.69,0,0,2023-12-03,Medium Income,Mid-Career (35-49),99.2,16.32,Immediate Intervention,Difficulty nan
668,21,24056,Part-time,Common-law,Brandon,Manitoba,111082.73,4.471,15,180,94385.87,Active,848.13,2023-04-08,2038-04-08,2.0,TD Student Line of Credit,University of Ottawa,Ottawa,Ontario,,,,,,,,,47,2607.33,0,0,2023-12-03,Low Income,Young Adult (18-24),84.97,42.31,Immediate Intervention,Difficulty nan
462,21,40079,Full-time,Single,Toronto,Ontario,109142.94,2.503,20,240,104524.28,Active,578.51,2025-03-08,2045-03-08,2.0,Scotiabank Student Line of Credit,York University,Toronto,Ontario,,,,,,,,,47,2315.17,0,0,2023-12-06,Medium Income,Young Adult (18-24),95.77,17.32,Immediate Intervention,Difficulty nan
904,35,23731,Part-time,Widowed,Mississauga,Ontario,107626.71,4.729,20,240,104313.88,Active,694.28,2024-04-08,2044-04-08,2.0,RBC Student Banking,McGill University,Montreal,Quebec,,,,,,,,,47,3747.78,0,0,2023-12-01,Low Income,Mid-Career (35-49),96.92,35.11,Immediate Intervention,Difficulty nan
57,37,0,Unemployed,Divorced,Brandon,Manitoba,105228.94,4.462,15,180,102735.81,Active,802.95,2024-10-08,2039-10-08,2.0,Scotiabank Student Line of Credit,York University,Toronto,Ontario,,,,,,,,,46,2465.18,0,0,2023-12-01,Low Income,Mid-Career (35-49),97.63,inf,Immediate Intervention,Difficulty nan
841,34,65322,Full-time,Married,Edmonton,Alberta,104137.04,3.12,20,240,101609.64,Active,583.82,2024-08-08,2044-08-08,2.0,Royal Bank of Canada,Dalhousie University,Halifax,Nova Scotia,,,,,,,,,47,4564.25,0,0,2023-12-03,Medium Income,Young Professional (25-34),97.57,10.73,Immediate Intervention,Difficulty nan
169,28,20391,Part-time,Divorced,Steinbach,Manitoba,103792.2,2.774,25,300,96597.76,Active,480.08,2023-11-08,2048-11-08,2.0,Bank of Nova Scotia,University of Saskatchewan,Saskatoon,Saskatchewan,,,,,,,,,47,5286.58,0,0,2023-12-01,Low Income,Young Professional (25-34),93.07,28.25,Immediate Intervention,Difficulty nan
366,22,0,Unemployed,Married,Quebec City,Quebec,102888.06,3.35,25,300,99528.71,Active,506.84,2025-01-08,2050-01-08,2.0,Canada Student Loans Program,Ryerson University,Toronto,Ontario,,,,,,,,,47,1389.26,0,0,2023-12-01,Low Income,Young Adult (18-24),96.73,inf,Immediate Intervention,Difficulty nan
831,19,63168,Full-time,Widowed,Hamilton,Ontario,102249.84,4.123,20,240,95681.19,Active,626.26,2023-11-08,2043-11-08,2.0,Provincial Student Aid,University of Toronto,Toronto,Ontario,,,,,,,,,47,3485.02,0,0,2023-12-01,Medium Income,Young Adult (18-24),93.58,11.9,Immediate Intervention,Difficulty nan
935,33,0,Unemployed,Married,Steinbach,Manitoba,97615.3,7.514,20,240,86594.57,Active,787.22,2021-11-08,2041-11-08,2.0,BMO Student Banking Program,University of Ottawa,Ottawa,Ontario,,,,,,,,,47,2712.55,0,0,2023-12-11,Low Income,Young Professional (25-34),88.71,inf,Immediate Intervention,Difficulty nan
871,33,19956,Part-time,Married,Calgary,Alberta,95138.56,7.107,15,180,92084.29,Active,860.83,2024-12-08,2039-12-08,2.0,TD Canada Trust,University of Waterloo,Waterloo,Ontario,,,,,,,,,47,4459.21,0,0,2023-12-03,Low Income,Young Professional (25-34),96.79,51.76,Immediate Intervention,Difficulty nan
817,22,18349,Part-time,Widowed,Winnipeg,Manitoba,85371.33,8.443,20,240,77187.71,Active,737.8,2022-02-08,2042-02-08,2.0,TD Student Line of Credit,University of British Columbia,Vancouver,British Columbia,,,,,,,,,47,2835.5,0,0,2023-12-11,Low Income,Young Adult (18-24),90.41,48.25,Immediate Intervention,Difficulty nan
700,22,22995,Part-time,Widowed,Toronto,Ontario,81944.6,4.922000000000001,20,240,71783.35,Active,537.27,2022-06-08,2042-06-08,2.0,Royal Bank of Canada,University of British Columbia,Vancouver,British Columbia,,,,,,,,,47,1654.37,0,0,2023-12-06,Low Income,Young Adult (18-24),87.6,28.04,Immediate Intervention,Difficulty nan
253,22,73306,Full-time,Divorced,Winnipeg,Manitoba,77209.38,8.354,25,300,75394.45,Active,614.13,2023-06-08,2048-06-08,2.0,Royal Bank of Canada,University of Waterloo,Waterloo,Ontario,,,,,,,,,47,3327.0800000000004,0,0,2023-12-01,High Income,Young Adult (18-24),97.65,10.05,Immediate Intervention,Difficulty nan
846,30,55789,Full-time,Single,Brandon,Manitoba,74656.63,6.44,25,300,72649.36,Active,501.29,2023-09-08,2048-09-08,2.0,CIBC,Dalhousie University,Halifax,Nova Scotia,,,,,,,,,47,2323.16,0,0,2023-12-03,Medium Income,Young Professional (25-34),97.31,10.78,Immediate Intervention,Difficulty nan
201,37,0,Unemployed,Widowed,Quebec City,Quebec,68677.26,3.03,25,300,66494.94,Active,326.75,2024-08-08,2049-08-08,2.0,TD Student Line of Credit,York University,Toronto,Ontario,,,,,,,,,46,4570.31,0,0,2023-12-01,Low Income,Mid-Career (35-49),96.82,inf,Immediate Intervention,Difficulty nan
588,24,0,Unemployed,Widowed,Edmonton,Alberta,62303.22,4.609,15,180,51913.56,Active,480.09,2021-12-08,2036-12-08,2.0,Royal Bank of Canada,University of Waterloo,Waterloo,Ontario,,,,,,,,,47,1267.43,0,0,2023-12-02,Low Income,Young Adult (18-24),83.32,inf,Immediate Intervention,Difficulty nan
917,25,16771,Part-time,Divorced,Winnipeg,Manitoba,57523.43,5.717,20,240,52174.9,Active,402.78,2022-02-08,2042-02-08,2.0,BMO Student Banking Program,University of Waterloo,Waterloo,Ontario,,,,,,,,,47,2068.7,0,0,2023-12-02,Low Income,Young Professional (25-34),90.7,28.82,Immediate Intervention,Difficulty nan
